"","PLAYERNAME","ESPNID","url"
"2140","Enny Romero",31942,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31942.png"
"2141","Fernando Romero",36060,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36060.png"
"2142","Ricky Romero",30025,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30025.png"
"2143","Stefen Romero",32204,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32204.png"
"2144","Andrew Romine",29330,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29330.png"
"2145","Austin Romine",29470,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29470.png"
"2146","Sergio Romo",29168,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29168.png"
"2147","Bruce Rondon",31943,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31943.png"
"2148","Hector Rondon",30089,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30089.png"
"2149","Jose Rondon",32759,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32759.png"
"2150","Brent Rooker",40926,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40926.png"
"2151","Jorge de la Rosa",5906,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5906.png"
"2152","Adam Rosales",29206,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29206.png"
"2153","Amed Rosario",33215,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33215.png"
"2154","Eddie Rosario",31944,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31944.png"
"2155","Wilin Rosario",30197,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30197.png"
"2156","Daniel Rosenbaum",31711,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31711.png"
"2157","Trevor Rosenthal",31945,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31945.png"
"2158","Cody Ross",5404,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5404.png"
"2159","David Ross",5206,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5206.png"
"2160","Joe Ross",32684,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32684.png"
"2161","Robbie Ross",32051,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32051.png"
"2162","Tyson Ross",30099,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30099.png"
"2163","Aaron Rowand",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2164","Ryan Rowland-Smith",6183,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6183.png"
"2165","Ryan Rua",33631,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33631.png"
"2166","Darin Ruf",31470,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31470.png"
"2167","Justin Ruggiano",28922,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28922.png"
"2168","Carlos Ruiz",28447,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28447.png"
"2169","Jose Ruiz",36053,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36053.png"
"2170","Keibert Ruiz",38827,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38827.png"
"2171","Rio Ruiz",33261,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33261.png"
"2172","Dan Runzler",30375,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30375.png"
"2173","Cameron Rupp",31811,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31811.png"
"2174","Chris Rusin",31987,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31987.png"
"2175","Addison Russell",32656,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32656.png"
"2176","James Russell",30592,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30592.png"
"2177","Blake Rutherford",36184,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36184.png"
"2178","Josh Rutledge",32144,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32144.png"
"2179","Adley Rutschman",42178,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42178.png"
"2180","Brendan Ryan",28789,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28789.png"
"2181","Joe Ryan",42450,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42450.png"
"2182","Kyle Ryan",33318,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33318.png"
"2183","Hyun-Jin Ryu",32582,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32582.png"
"2184","Marc Rzepczynski",30366,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30366.png"
"2185","CC Sabathia",4553,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4553.png"
"2186","Casey Sadler",33105,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33105.png"
"2187","Takashi Saito",6498,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6498.png"
"2188","Tyler Saladino",31190,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31190.png"
"2189","Fernando Salas",30650,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30650.png"
"2190","Danny Salazar",32095,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32095.png"
"2191","Chris Sale",30948,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30948.png"
"2192","Jarrod Saltalamacchia",28663,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28663.png"
"2193","Jeff Samardzija",29166,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29166.png"
"2194","Adrian Sampson",33677,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33677.png"
"2195","Keyvius Sampson",31932,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31932.png"
"2196","Alex Sanabia",30941,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30941.png"
"2197","Aaron Sanchez",31254,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31254.png"
"2198","Adrian Sanchez",32345,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32345.png"
"2199","Anibal Sanchez",6472,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6472.png"
"2200","Yolmer Sanchez",32264,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32264.png"
"2201","Eduardo Sanchez",30575,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30575.png"
"2202","Freddy Sanchez",5315,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5315.png"
"2203","Gaby Sanchez",29270,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29270.png"
"2204","Gary Sanchez",31095,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31095.png"
"2205","Hector Sanchez",30567,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30567.png"
"2206","Jesus Sanchez",39957,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39957.png"
"2207","Jonathan Sanchez",28472,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28472.png"
"2208","Sixto Sanchez",36186,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36186.png"
"2209","Tony Sanchez",30584,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30584.png"
"2210","Pablo Sandoval",29212,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29212.png"
"2211","Patrick Sandoval",40975,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40975.png"
"2212","Jerry Sands",30867,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30867.png"
"2213","Reiver Sanmartin",39799,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39799.png"
"2214","Miguel Sano",31260,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31260.png"
"2215","Anthony Santander",36084,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36084.png"
"2216","Carlos Santana",30280,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30280.png"
"2217","Danny Santana",31387,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31387.png"
"2218","Dennis Santana",39801,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39801.png"
"2219","Domingo Santana",31931,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31931.png"
"2220","Edgar Santana",36197,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36197.png"
"2221","Ervin Santana",6280,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6280.png"
"2222","Johan Santana",4280,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4280.png"
"2223","Hector Santiago",30744,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30744.png"
"2224","Ramon Santiago",5178,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5178.png"
"2225","Tony Santillan",40950,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40950.png"
"2226","Sergio Santos",29542,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29542.png"
"2227","Dave Sappelt",30797,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30797.png"
"2228","Luis Sardinas",31927,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31927.png"
"2229","Josh Satin",31297,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31297.png"
"2230","Joe Saunders",6383,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6383.png"
"2231","Michael Saunders",29505,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29505.png"
"2232","Warwick Saupold",35048,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35048.png"
"2233","Hirokazu Sawamura",2952621,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/2952621.png"
"2234","Josh Sborz",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2235","Jordan Schafer",28971,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28971.png"
"2236","Logan Schafer",30247,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30247.png"
"2237","Scott Schebler",33353,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33353.png"
"2238","Tanner Scheppers",30454,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30454.png"
"2239","Max Scherzer",28976,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28976.png"
"2240","Nate Schierholtz",28815,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28815.png"
"2241","Ryan Schimpf",30909,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30909.png"
"2242","Clarke Schmidt",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2243","Jonathan Schoop",31988,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31988.png"
"2244","Max Schrock",36079,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36079.png"
"2245","Skip Schumaker",6307,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6307.png"
"2246","Kyle Schwarber",33712,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33712.png"
"2247","Chris Schwinden",32025,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32025.png"
"2248","Frank Schwindel",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2249","Luke Scott",6229,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6229.png"
"2250","Tanner Scott",35135,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35135.png"
"2251","Evan Scribner",30970,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30970.png"
"2252","Troy Scribner",39688,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39688.png"
"2253","Andre Scrubb",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2254","Marco Scutaro",5217,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5217.png"
"2255","Corey Seager",32691,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32691.png"
"2256","Kyle Seager",30819,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30819.png"
"2257","Jean Segura",31037,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31037.png"
"2258","Marcus Semien",32146,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32146.png"
"2259","Antonio Senzatela",33750,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33750.png"
"2260","Nick Senzel",36180,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36180.png"
"2261","Luis Severino",33263,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33263.png"
"2262","Pedro Severino",33299,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33299.png"
"2263","Paul Sewald",35009,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35009.png"
"2264","Kevin Shackelford",33112,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33112.png"
"2265","Justin Shafer",36387,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36387.png"
"2266","Richie Shaffer",32838,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32838.png"
"2267","Sterling Sharp",40475,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40475.png"
"2268","Bryan Shaw",30589,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30589.png"
"2269","Chris Shaw",36017,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36017.png"
"2270","Travis Shaw",32890,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32890.png"
"2271","Ben Sheets",4571,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4571.png"
"2272","Gavin Sheets",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2273","Justus Sheffield",33815,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33815.png"
"2274","Jimmie Sherfy",33410,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33410.png"
"2275","George Sherrill",6031,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6031.png"
"2276","James Shields",28474,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28474.png"
"2277","Braden Shipley",33216,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33216.png"
"2278","Matt Shoemaker",32058,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32058.png"
"2279","Kelly Shoppach",6200,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6200.png"
"2280","Zack Short",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2281","Chasen Shreve",33014,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33014.png"
"2282","J.B. Shuck",30741,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30741.png"
"2283","Kevin Siegrist",32059,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32059.png"
"2284","Magneuris Sierra",33814,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33814.png"
"2285","Moises Sierra",30675,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30675.png"
"2286","Yaisel Sierra",34840,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34840.png"
"2287","Carlos Silva",5056,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5056.png"
"2288","Andrelton Simmons",31728,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31728.png"
"2289","Shae Simmons",33136,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33136.png"
"2290","Alfredo Simon",28699,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28699.png"
"2291","Luke Sims",32807,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32807.png"
"2292","Brady Singer",41172,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41172.png"
"2293","Jonathan Singleton",31206,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31206.png"
"2294","Tony Sipp",28673,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28673.png"
"2295","Jose Siri",33954,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33954.png"
"2296","Chance Sisco",33217,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33217.png"
"2297","Grady Sizemore",5882,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5882.png"
"2298","Scott Sizemore",29388,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29388.png"
"2299","Tyler Skaggs",31221,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31221.png"
"2300","Kyle Skipworth",31021,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31021.png"
"2301","Eric Skoglund",36112,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36112.png"
"2302","Matt Skole",32632,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32632.png"
"2303","Tarik Skubal",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2304","Austin Slater",35265,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35265.png"
"2305","Aaron Slegers",36179,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36179.png"
"2306","Kevin Slowey",28692,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28692.png"
"2307","Devin Smeltzer",41120,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41120.png"
"2308","Burch Smith",33083,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33083.png"
"2309","Carson Smith",32628,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32628.png"
"2310","Caleb Smith",36081,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36081.png"
"2311","Dominic Smith",33218,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33218.png"
"2312","Dwight Smith Jr.",33813,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33813.png"
"2313","Joe Smith",28729,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28729.png"
"2314","Josh A. Smith",34719,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34719.png"
"2315","Kevan Smith",32618,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32618.png"
"2316","Kevin Smith",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2317","Mallex Smith",32933,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32933.png"
"2318","Pavin Smith",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2319","Riley Smith",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2320","Seth Smith",28920,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28920.png"
"2321","Will Smith",31549,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31549.png"
"2322","Will Smith",38309,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38309.png"
"2323","Justin Smoak",30175,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30175.png"
"2324","Josh Smoker",29651,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29651.png"
"2325","Jake Smolinski",31558,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31558.png"
"2326","Drew Smyly",31816,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31816.png"
"2327","Cy Sneed",34966,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34966.png"
"2328","Blake Snell",33748,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33748.png"
"2329","Ian Snell",6072,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6072.png"
"2330","Travis Snider",29189,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29189.png"
"2331","Brandon Snyder",30124,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30124.png"
"2332","Chris Snyder",6070,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6070.png"
"2333","Eric Sogard",29732,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29732.png"
"2334","Nick Solak",39904,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39904.png"
"2335","Donovan Solano",29703,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29703.png"
"2336","Yangervis Solarte",30898,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30898.png"
"2337","Jorge Soler",32558,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32558.png"
"2338","Ali Solis",32114,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32114.png"
"2339","Sammy Solis",31041,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31041.png"
"2340","Alfonso Soriano",3993,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3993.png"
"2341","Joakim Soria",28688,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28688.png"
"2342","Rafael Soriano",4600,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4600.png"
"2343","Mike Soroka",34984,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34984.png"
"2344","Edmundo Sosa",33809,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33809.png"
"2345","Geovany Soto",6428,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6428.png"
"2346","Gregory Soto",39804,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39804.png"
"2347","Juan Soto",36969,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36969.png"
"2348","Steven Souza",30632,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30632.png"
"2349","Denard Span",29087,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29087.png"
"2350","Cory Spangenberg",32169,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32169.png"
"2351","Glenn Sparkman",36087,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36087.png"
"2352","Ryan Spilborghs",6350,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6350.png"
"2353","George Springer",32078,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32078.png"
"2354","Jeffrey Springs",35397,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35397.png"
"2355","Jacob Stallings",34089,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34089.png"
"2356","Eric Stamets",32633,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32633.png"
"2357","Craig Stammen",30361,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30361.png"
"2358","Ryne Stanek",33301,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33301.png"
"2359","Giancarlo Stanton",30583,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30583.png"
"2360","Bubba Starling",32152,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32152.png"
"2361","Brock Stassi",34891,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34891.png"
"2362","Max Stassi",30429,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30429.png"
"2363","Tim Stauffer",6207,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6207.png"
"2364","Josh Staumont",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2365","Drew Steckenrider",35867,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35867.png"
"2366","Justin Steele",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2367","Jackson Stephens",32736,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32736.png"
"2368","Robert Stephenson",32134,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32134.png"
"2369","Tyler Stephenson",34975,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34975.png"
"2370","Andrew Stevenson",35043,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35043.png"
"2371","Brock Stewart",35997,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35997.png"
"2372","Chris Stewart",28577,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28577.png"
"2373","Christin Stewart",35047,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35047.png"
"2374","DJ Stewart",34942,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34942.png"
"2375","Ian Stewart",28722,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28722.png"
"2376","Kohl Stewart",33219,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33219.png"
"2377","Josh Stinson",30614,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30614.png"
"2378","Robert Stock",30577,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30577.png"
"2379","Drew Storen",30534,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30534.png"
"2380","Mickey Storey",32564,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32564.png"
"2381","Trevor Story",32150,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32150.png"
"2382","Bryson Stott",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"2383","Matt Strahm",34862,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34862.png"
"2384","Dan Straily",32563,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32563.png"
"2385","Stephen Strasburg",30373,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30373.png"
"2386","Chris Stratton",32787,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32787.png"
